pH,TDS_mg_L,Turbidity_NTU,Hardness_mg_L,Nitrates_mg_L,Fluoride_mg_L,Iron_mg_L,Total_Coliform_MPN,Ecoli_MPN,Lead_ppb,Arsenic_ppb,potable_label
7.254956378852446,295.69898593560396,,385.5267612415972,71.83784336186957,0.767320248304778,3.8352780933791775,144.0,87.0,4.715509169324082,23.457916642941544,0
7.843017681093269,1234.4124905506637,0.09443851027226802,330.5618379732312,23.5882334395906,0.7774033170770847,0.21643659079887717,14.0,33.0,7.8097463124132345,6.436851815662375,0
6.6467423737350755,744.0075293827167,1.411986795311155,,13.247915321663369,0.3205102770116555,0.25590763049688764,0.0,0.0,14.073374374056684,1.0605360437992033,0
6.357526116884866,306.7720047129423,3.607179376556987,10.0,15.63547538517221,0.1,0.12238472028647325,0.0,0.0,4.236201491374052,2.8059941442315326,0
6.398076547075719,654.8719303982535,0.5233311745621675,,10.048070438086674,0.8626876583076148,0.2860890056072984,128.0,4.0,5.255509083520105,1.265285413223631,0
6.984752919298512,219.5417044967676,0.5406432479523504,53.80770762542538,10.240319753040858,0.7778299791402038,0.2887924988840644,0.0,0.0,3.236129677514562,6.879920186356801,1
8.90256745891617,71.7363755447461,0.9170589768712744,491.8094556747104,7.3726312500906035,0.7208633329379313,0.6622456876022743,50.0,,1.4765691181550251,5.45212207629563,0
5.060550472615034,638.4978637622296,4.873793353603641,334.20958929978804,47.70210558381942,0.9899369226199344,0.3995647433025709,188.0,67.0,14.435455858542987,,0
6.799882644551669,247.34902166974072,0.19803292546222828,84.70637699415293,21.952506273652954,0.3495581125110284,0.2810906851301582,0.0,0.0,5.6253029755638195,8.428926739468967,1
6.013481130185424,,0.7440462693425798,264.5113175505827,7.667216757764854,0.3485503869596437,1.4474942955999344,132.0,30.0,3.208660457019228,71.79813330459803,0
7.376394200330537,185.7394482750598,5.082429573488996,543.5049904608403,14.602901692569993,0.1,0.8830614810331219,0.0,0.0,46.80345718969609,4.174458621709021,0
7.85648828806614,306.2798584610618,1.672105772134846,257.5918709116179,47.50666367560602,0.6589244345155477,0.11248308526158007,0.0,0.0,19.84286720495488,20.299638209135033,0
8.187934696442634,582.603169389659,1.9864485715890463,314.5117633504176,17.007242424778852,1.1728898789861253,0.4202842907256699,79.0,7.0,1.3182710002490088,5.565278691593918,0
7.1970600484678,1110.00909441406,0.23913762575703376,226.77467344434535,12.772815648414076,,0.39092678467165576,0.0,0.0,4.566345489689874,4.7002020310971515,0
7.535595484598646,1092.861645852041,2.609277948569132,402.1295518442037,16.714819059528587,0.9945277765261006,0.5,0.0,0.0,0.87277026826063,17.403243854520802,0
7.486138146308763,438.475263313437,6.287212379923122,330.6278446733044,71.02236113852713,0.9984814732112401,0.5448281141814709,175.0,0.0,22.202672509495226,3.662662897084228,0
7.951550958847514,,,462.0366176949974,17.63076126087199,,0.26184859169855584,112.0,65.0,3.5903900357057865,20.21867112515028,0
,401.0376050670857,2.419108958475638,95.52083017572912,4.090354590648285,0.38096899456540056,1.2066098208175757,85.0,,2.9470582023020957,22.098112332998703,0
6.923013175954725,338.09864196515235,0.04024085841838032,23.09871633305182,32.10871647170688,0.024420102643931352,0.17392950267015275,0.0,,8.4040509844453,3.799418084180286,1
9.1109906646803,1347.0424951381638,2.9382752115616735,290.74706422702786,25.153399761628993,1.103943029180547,0.6927393519285284,0.0,0.0,2.1008083732487073,16.869883445615667,0
8.025306979822968,140.65767310692218,0.23419442561681292,109.0408732265725,7.744493369243798,0.3054316926830323,0.09643874338434134,0.0,0.0,1.596299332527641,2.0518283339516072,1
8.146007148893869,155.7640844653634,0.6522811128184463,86.98745708931264,26.821961796494122,0.10745055262890812,0.005073839976482197,0.0,0.0,9.095644273803012,2.696300087671828,1
8.289811063474465,1309.6534595534656,0.6257294089671458,375.9465410194924,13.257569254799911,0.7465448377264265,0.4099905895981802,69.0,0.0,5.140277544571565,0.7940283137261359,0
6.670957852947881,401.45460123735484,0.4012553973222708,343.67430164923724,19.627774385517228,1.4016594835734548,1.914711780525902,0.0,0.0,1.4275693546721662,6.177557251279397,0
7.1523511686826025,778.5109936685673,2.8688361814335024,334.7619001395805,7.13587692429045,1.21603114962492,0.36240796459733976,150.0,0.0,,42.62562233480523,0
7.310649415353275,299.84139001143035,0.2532708956674702,16.74184697768252,37.62097463006878,0.8964844936811717,0.048741190984271966,0.0,0.0,7.87056095845733,7.411526732856587,1
7.118390052602031,337.00104904947113,3.0241485158333483,378.4259222261169,5.933288338619179,0.3786479840737237,0.8354230688545489,0.0,0.0,4.431339549715579,75.71552471235454,0
6.482754588556764,75.39165469783646,2.5061169347637886,277.1621336580097,15.33461003977797,1.0049515513087361,0.4607289676985181,177.0,63.0,3.691839558934904,4.0714054424870065,0
6.83168675311151,625.9183890100444,1.3334151723282062,265.34044428803054,33.196063593101385,0.5642767773726363,0.4100951630200794,72.0,15.0,5.433522374304185,23.916097961017474,0
7.8857811140550576,98.43008597772801,3.376208045810441,266.37297771058905,28.13227643794079,0.10392314959777582,0.4184219921998678,0.0,0.0,5.517601018842074,10.560349977230354,0
7.347051562697663,260.76125782834254,3.0766238431128237,513.9389601293103,11.252807198040454,0.8851080897406893,0.2720003732200222,39.0,45.0,2.910493691301809,13.414077732545987,0
6.897714799119654,351.8079664076267,0.929617489460392,269.8732527954947,12.610537919593794,1.363247178572652,0.22631536478804146,32.0,60.0,3.010912133981742,7.693916097014521,0
7.697952945043665,509.98254812269613,3.7464350095662806,318.28448398348837,19.85810826624529,1.1977232976007355,0.3484226870556564,105.0,13.0,3.194249771324723,5.440419722039917,0
7.689228998037461,521.9477254009537,0.2946360492586508,,18.65097438715569,0.1,,20.0,92.0,9.770149067240427,4.98126315685254,0
